customer_id,year_month,total_sales,num_orders,total_orders,shipped_orders,cancelled_orders,num_order_lines,avg_unit_price,num_product_lines,avg_deal_size,avg_order_value,ship_rate,cancel_rate,active_flag,num_large_deals,num_medium_deals,num_small_deals,total_sales_lag1,total_sales_lag3,num_orders_lag1,num_orders_lag3,avg_order_value_lag1,avg_order_value_lag3,sales_3m_avg,orders_3m_avg,sales_3m_growth,trend_label,momentum_score,total_sales_log,avg_order_value_log,active_month_flag,active_months_count,data_sufficient_flag,ship_rate_3m,cancel_rate_3m,sales_cv_3m,active_ratio_3m,outcome_score,consistency_score,engagement_score,trust_score_raw,trust_score,trust_level,outcome_level,consistency_level,engagement_level,outcome_gap,consistency_gap,engagement_gap,weakest_driver,trust_explanation,trust_action_hint,sales_trend,recommendation
"AV Stores, Co.",2004-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,,0.0,0.3,0.5,0.0,0.28500000000000003,0.171,LOW,WEAK,OK,WEAK,0.12899999999999998,0.32899999999999996,-0.171,ENGAGEMENT_STABILITY,"Khách hàng còn mới, dữ liệu lịch sử chưa đủ dài để đánh giá độ tin cậy chính xác. Tỷ lệ giao dịch thành công thấp hoặc có nhiều đơn bị hủy trong thời gian gần đây. Khách hàng không duy trì tương tác đều đặn trong các tháng gần đây.",Nên chủ động follow-up và tạo tương tác đều đặn để kích hoạt lại nhu cầu.,FLAT,"{'strategy': 'LIMIT_EXPOSURE', 'discount_range': '0–3%', 'priority': 'LOW'}"
"AV Stores, Co.",2004-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,,0.0,0.3,0.5,0.0,0.28500000000000003,0.171,LOW,WEAK,OK,WEAK,0.12899999999999998,0.32899999999999996,-0.171,ENGAGEMENT_STABILITY,"Khách hàng còn mới, dữ liệu lịch sử chưa đủ dài để đánh giá độ tin cậy chính xác. Tỷ lệ giao dịch thành công thấp hoặc có nhiều đơn bị hủy trong thời gian gần đây. Khách hàng không duy trì tương tác đều đặn trong các tháng gần đây.",Nên chủ động follow-up và tạo tương tác đều đặn để kích hoạt lại nhu cầu.,FLAT,"{'strategy': 'LIMIT_EXPOSURE', 'discount_range': '0–3%', 'priority': 'LOW'}"
"AV Stores, Co.",2004-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,,0.0,0.3,0.5,0.0,0.28500000000000003,0.171,LOW,WEAK,OK,WEAK,0.12899999999999998,0.32899999999999996,-0.171,ENGAGEMENT_STABILITY,"Khách hàng còn mới, dữ liệu lịch sử chưa đủ dài để đánh giá độ tin cậy chính xác. Tỷ lệ giao dịch thành công thấp hoặc có nhiều đơn bị hủy trong thời gian gần đây. Khách hàng không duy trì tương tác đều đặn trong các tháng gần đây.",Nên chủ động follow-up và tạo tương tác đều đặn để kích hoạt lại nhu cầu.,FLAT,"{'strategy': 'LIMIT_EXPOSURE', 'discount_range': '0–3%', 'priority': 'LOW'}"
"AV Stores, Co.",2004-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,,0.0,0.3,0.5,0.0,0.28500000000000003,0.171,LOW,WEAK,OK,WEAK,0.12899999999999998,0.32899999999999996,-0.171,ENGAGEMENT_STABILITY,"Khách hàng còn mới, dữ liệu lịch sử chưa đủ dài để đánh giá độ tin cậy chính xác. Tỷ lệ giao dịch thành công thấp hoặc có nhiều đơn bị hủy trong thời gian gần đây. Khách hàng không duy trì tương tác đều đặn trong các tháng gần đây.",Nên chủ động follow-up và tạo tương tác đều đặn để kích hoạt lại nhu cầu.,FLAT,"{'strategy': 'LIMIT_EXPOSURE', 'discount_range': '0–3%', 'priority': 'LOW'}"
"AV Stores, Co.",2004-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,,0.0,0.3,0.5,0.0,0.28500000000000003,0.171,LOW,WEAK,OK,WEAK,0.12899999999999998,0.32899999999999996,-0.171,ENGAGEMENT_STABILITY,"Khách hàng còn mới, dữ liệu lịch sử chưa đủ dài để đánh giá độ tin cậy chính xác. Tỷ lệ giao dịch thành công thấp hoặc có nhiều đơn bị hủy trong thời gian gần đây. Khách hàng không duy trì tương tác đều đặn trong các tháng gần đây.",Nên chủ động follow-up và tạo tương tác đều đặn để kích hoạt lại nhu cầu.,FLAT,"{'strategy': 'LIMIT_EXPOSURE', 'discount_range': '0–3%', 'priority': 'LOW'}"
"AV Stores, Co.",2004-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,,0.0,0.3,0.5,0.0,0.28500000000000003,0.171,LOW,WEAK,OK,WEAK,0.12899999999999998,0.32899999999999996,-0.171,ENGAGEMENT_STABILITY,"Khách hàng còn mới, dữ liệu lịch sử chưa đủ dài để đánh giá độ tin cậy chính xác. Tỷ lệ giao dịch thành công thấp hoặc có nhiều đơn bị hủy trong thời gian gần đây. Khách hàng không duy trì tương tác đều đặn trong các tháng gần đây.",Nên chủ động follow-up và tạo tương tác đều đặn để kích hoạt lại nhu cầu.,FLAT,"{'strategy': 'LIMIT_EXPOSURE', 'discount_range': '0–3%', 'priority': 'LOW'}"
"AV Stores, Co.",2004-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,,0.0,0.3,0.5,0.0,0.28500000000000003,0.171,LOW,WEAK,OK,WEAK,0.12899999999999998,0.32899999999999996,-0.171,ENGAGEMENT_STABILITY,"Khách hàng còn mới, dữ liệu lịch sử chưa đủ dài để đánh giá độ tin cậy chính xác. Tỷ lệ giao dịch thành công thấp hoặc có nhiều đơn bị hủy trong thời gian gần đây. Khách hàng không duy trì tương tác đều đặn trong các tháng gần đây.",Nên chủ động follow-up và tạo tương tác đều đặn để kích hoạt lại nhu cầu.,FLAT,"{'strategy': 'LIMIT_EXPOSURE', 'discount_range': '0–3%', 'priority': 'LOW'}"
"AV Stores, Co.",2004-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,,0.0,0.3,0.5,0.0,0.28500000000000003,0.171,LOW,WEAK,OK,WEAK,0.12899999999999998,0.32899999999999996,-0.171,ENGAGEMENT_STABILITY,"Khách hàng còn mới, dữ liệu lịch sử chưa đủ dài để đánh giá độ tin cậy chính xác. Tỷ lệ giao dịch thành công thấp hoặc có nhiều đơn bị hủy trong thời gian gần đây. Khách hàng không duy trì tương tác đều đặn trong các tháng gần đây.",Nên chủ động follow-up và tạo tương tác đều đặn để kích hoạt lại nhu cầu.,FLAT,"{'strategy': 'LIMIT_EXPOSURE', 'discount_range': '0–3%', 'priority': 'LOW'}"
"AV Stores, Co.",2004-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,,0.0,0.3,0.5,0.0,0.28500000000000003,0.171,LOW,WEAK,OK,WEAK,0.12899999999999998,0.32899999999999996,-0.171,ENGAGEMENT_STABILITY,"Khách hàng còn mới, dữ liệu lịch sử chưa đủ dài để đánh giá độ tin cậy chính xác. Tỷ lệ giao dịch thành công thấp hoặc có nhiều đơn bị hủy trong thời gian gần đây. Khách hàng không duy trì tương tác đều đặn trong các tháng gần đây.",Nên chủ động follow-up và tạo tương tác đều đặn để kích hoạt lại nhu cầu.,FLAT,"{'strategy': 'LIMIT_EXPOSURE', 'discount_range': '0–3%', 'priority': 'LOW'}"
"AV Stores, Co.",2004-10-01,57827.60999999999,1.0,1.0,17.0,0.0,17.0,85.14999999999999,4.0,1.6470588235294117,57827.60999999999,1.0,0.0,1.0,0.0,11.0,6.0,51017.92,0.0,1.0,0.0,51017.92,0.0,54422.765,1.0,0.06256288154414791,Stable,0.4375377289264888,10.965238914895904,10.965238914895904,1,2,0,0.3333333333333333,0.0,1.7320508075688772,0.3333333333333333,0.5333333333333333,0.5,0.3333333333333333,0.47333333333333333,0.284,LOW,OK,OK,WEAK,0.24933333333333335,0.21600000000000003,0.04933333333333334,ENGAGEMENT_STABILITY,"Khách hàng còn mới, dữ liệu lịch sử chưa đủ dài để đánh giá độ tin cậy chính xác. Khách hàng không duy trì tương tác đều đặn trong các tháng gần đây.",Nên chủ động follow-up và tạo tương tác đều đặn để kích hoạt lại nhu cầu.,UP,"{'strategy': 'TEST_ONLY', 'discount_range': '0–3%', 'priority': 'LOW'}"
"AV Stores, Co.",2004-11-01,48962.28,1.0,1.0,18.0,0.0,18.0,73.125,2.0,1.4444444444444444,48962.28,1.0,0.0,1.0,1.0,6.0,11.0,57827.60999999999,0.0,1.0,0.0,57827.60999999999,0.0,52602.60333333333,1.0,-0.06920424280648718,Stable,0.3584774543161077,10.798825908406299,10.798825908406299,1,3,1,0.6666666666666666,0.0,0.8749322477705195,0.6666666666666666,0.7666666666666666,0.12506775222948052,0.6666666666666666,0.5491869923355108,0.5491869923355108,MEDIUM,STRONG,WEAK,OK,0.21747967433115578,-0.4241192401060303,0.1174796743311558,BEHAVIORAL_CONSISTENCY,"Hành vi mua sắm không ổn định, doanh thu dao động mạnh theo tháng.",Nên theo dõi thêm 1–2 chu kỳ mua để xác nhận xu hướng trước khi báo giá ưu đãi.,DOWN,"{'strategy': 'CAUTIOUS_RETAIN', 'discount_range': '5–10%', 'priority': 'MEDIUM'}"
Alpha Cognac,2003-07-01,17251.08,1.0,1.0,3.0,0.0,3.0,100.0,1.0,2.3333333333333335,17251.08,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17251.08,1.0,0.0,Stable,0.4,9.755687994900502,9.755687994900502,1,1,0,1.0,0.0,,1.0,1.0,0.5,1.0,0.85,0.51,MEDIUM,STRONG,OK,STRONG,0.49,-0.010000000000000009,0.49,BEHAVIORAL_CONSISTENCY,"Khách hàng còn mới, dữ liệu lịch sử chưa đủ dài để đánh giá độ tin cậy chính xác.",Nên theo dõi thêm 1–2 chu kỳ mua để xác nhận xu hướng trước khi báo giá ưu đãi.,FLAT,"{'strategy': 'OBSERVE', 'discount_range': '3–5%', 'priority': 'LOW'}"
Alpha Cognac,2003-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,0.5,0.0,1.414213562373095,0.5,0.6499999999999999,0.5,0.5,0.5675,0.34049999999999997,LOW,OK,OK,OK,0.30949999999999994,0.15950000000000003,0.15950000000000003,BEHAVIORAL_CONSISTENCY,"Khách hàng còn mới, dữ liệu lịch sử chưa đủ dài để đánh giá độ tin cậy chính xác.",Nên theo dõi thêm 1–2 chu kỳ mua để xác nhận xu hướng trước khi báo giá ưu đãi.,FLAT,"{'strategy': 'LIMIT_EXPOSURE', 'discount_range': '0–3%', 'priority': 'LOW'}"
Alpha Cognac,2003-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,0.3333333333333333,0.0,1.7320508075688772,0.3333333333333333,0.5333333333333333,0.5,0.3333333333333333,0.47333333333333333,0.284,LOW,OK,OK,WEAK,0.24933333333333335,0.21600000000000003,0.04933333333333334,ENGAGEMENT_STABILITY,"Khách hàng còn mới, dữ liệu lịch sử chưa đủ dài để đánh giá độ tin cậy chính xác. Khách hàng không duy trì tương tác đều đặn trong các tháng gần đây.",Nên chủ động follow-up và tạo tương tác đều đặn để kích hoạt lại nhu cầu.,FLAT,"{'strategy': 'LIMIT_EXPOSURE', 'discount_range': '0–3%', 'priority': 'LOW'}"
Alpha Cognac,2003-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,,0.0,0.3,0.5,0.0,0.28500000000000003,0.171,LOW,WEAK,OK,WEAK,0.12899999999999998,0.32899999999999996,-0.171,ENGAGEMENT_STABILITY,"Khách hàng còn mới, dữ liệu lịch sử chưa đủ dài để đánh giá độ tin cậy chính xác. Tỷ lệ giao dịch thành công thấp hoặc có nhiều đơn bị hủy trong thời gian gần đây. Khách hàng không duy trì tương tác đều đặn trong các tháng gần đây.",Nên chủ động follow-up và tạo tương tác đều đặn để kích hoạt lại nhu cầu.,FLAT,"{'strategy': 'LIMIT_EXPOSURE', 'discount_range': '0–3%', 'priority': 'LOW'}"
Alpha Cognac,2003-11-01,38098.24,1.0,1.0,12.0,0.0,12.0,82.72166666666666,4.0,1.5,38098.24,1.0,0.0,1.0,0.0,6.0,6.0,17251.08,0.0,1.0,0.0,17251.08,0.0,27674.66,1.0,0.37664708437249095,Growing,0.6259882506234946,10.547949613409276,10.547949613409276,1,2,0,0.3333333333333333,0.0,1.7320508075688774,0.3333333333333333,0.5333333333333333,0.5,0.3333333333333333,0.47333333333333333,0.284,LOW,OK,OK,WEAK,0.24933333333333335,0.21600000000000003,0.04933333333333334,ENGAGEMENT_STABILITY,"Khách hàng còn mới, dữ liệu lịch sử chưa đủ dài để đánh giá độ tin cậy chính xác. Khách hàng không duy trì tương tác đều đặn trong các tháng gần đây.",Nên chủ động follow-up và tạo tương tác đều đặn để kích hoạt lại nhu cầu.,UP,"{'strategy': 'TEST_ONLY', 'discount_range': '0–3%', 'priority': 'LOW'}"
Alpha Cognac,2003-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2,0,0.3333333333333333,0.0,1.7320508075688774,0.3333333333333333,0.5333333333333333,0.5,0.3333333333333333,0.47333333333333333,0.284,LOW,OK,OK,WEAK,0.24933333333333335,0.21600000000000003,0.04933333333333334,ENGAGEMENT_STABILITY,"Khách hàng còn mới, dữ liệu lịch sử chưa đủ dài để đánh giá độ tin cậy chính xác. Khách hàng không duy trì tương tác đều đặn trong các tháng gần đây.",Nên chủ động follow-up và tạo tương tác đều đặn để kích hoạt lại nhu cầu.,FLAT,"{'strategy': 'LIMIT_EXPOSURE', 'discount_range': '0–3%', 'priority': 'LOW'}"
Alpha Cognac,2004-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2,0,0.3333333333333333,0.0,1.7320508075688774,0.3333333333333333,0.5333333333333333,0.5,0.3333333333333333,0.47333333333333333,0.284,LOW,OK,OK,WEAK,0.24933333333333335,0.21600000000000003,0.04933333333333334,ENGAGEMENT_STABILITY,"Khách hàng còn mới, dữ liệu lịch sử chưa đủ dài để đánh giá độ tin cậy chính xác. Khách hàng không duy trì tương tác đều đặn trong các tháng gần đây.",Nên chủ động follow-up và tạo tương tác đều đặn để kích hoạt lại nhu cầu.,FLAT,"{'strategy': 'LIMIT_EXPOSURE', 'discount_range': '0–3%', 'priority': 'LOW'}"
Alpha Cognac,2004-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2,0,0.0,0.0,,0.0,0.3,0.5,0.0,0.28500000000000003,0.171,LOW,WEAK,OK,WEAK,0.12899999999999998,0.32899999999999996,-0.171,ENGAGEMENT_STABILITY,"Khách hàng còn mới, dữ liệu lịch sử chưa đủ dài để đánh giá độ tin cậy chính xác. Tỷ lệ giao dịch thành công thấp hoặc có nhiều đơn bị hủy trong thời gian gần đây. Khách hàng không duy trì tương tác đều đặn trong các tháng gần đây.",Nên chủ động follow-up và tạo tương tác đều đặn để kích hoạt lại nhu cầu.,FLAT,"{'strategy': 'LIMIT_EXPOSURE', 'discount_range': '0–3%', 'priority': 'LOW'}"
